CreditScore,Savings,LoanRequested,City,Decision
688,50960,306547,Newark,0
784,47586,223020,Wilmington,0
666,27216,396405,Wilmington,0
656,34557,313340,Wilmington,0
695,13152,294146,Newark,0
756,72196,353168,Wilmington,0
411,47698,472113,Wilmington,0
716,28557,522400,Wilmington,0
669,50111,417779,Wilmington,0
845,46975,297859,Wilmington,0
430,32697,316861,Wilmington,0
685,58725,179402,Wilmington,1
555,27359,185773,Wilmington,0
573,25687,404031,Wilmington,0
582,82663,433273,Wilmington,0
675,66940,347204,Wilmington,0
799,24725,310038,Wilmington,0
578,56609,311691,Wilmington,0
466,52694,414105,Wilmington,0
491,48942,298288,Wilmington,0
313,55134,321681,Newark,0
805,51212,282572,Wilmington,0
794,67580,248387,Newark,1
479,48499,286972,Wilmington,0
327,30816,347920,Wilmington,0
733,40057,303202,Wilmington,0
769,40598,430698,Newark,0
604,64486,243530,Wilmington,0
542,20157,243074,Newark,0
501,52024,414769,Wilmington,0
380,53899,417039,Wilmington,0
391,38594,149928,Wilmington,0
481,47835,373022,Wilmington,0
776,56602,47583,Newark,1
655,39227,267923,Wilmington,0
380,63466,298865,Wilmington,0
483,24893,195295,Newark,0
436,58105,405449,Wilmington,0
836,19408,398876,Newark,0
401,41220,311857,Newark,0
759,-4173,466850,Newark,0
479,60777,342624,Wilmington,0
463,76316,271440,Wilmington,0
630,49645,475076,Wilmington,0
458,56413,336439,Wilmington,0
308,50169,383243,Wilmington,0
794,66158,335452,Newark,0
842,53749,241415,Wilmington,0
384,54845,279667,Newark,0
764,57182,322442,Wilmington,0
357,34986,160280,Newark,0
349,20475,383063,Wilmington,0
309,38323,214234,Newark,0
696,-6181,402160,Wilmington,0
453,-12136,184622,Wilmington,0
795,61890,274972,Wilmington,0
539,48524,349749,Newark,0
714,97408,286909,Wilmington,1
544,72263,224853,Wilmington,0
659,54975,512968,Newark,0
595,51654,430019,Wilmington,0
327,76066,376308,Wilmington,0
654,38376,339921,Newark,0
453,52839,305805,Newark,0
320,51033,390678,Wilmington,0
558,69322,325096,Wilmington,0
683,99542,297979,Newark,1
435,31034,348228,Wilmington,0
655,31672,368746,Wilmington,0
746,48084,188715,Wilmington,1
597,94048,183953,Wilmington,0
823,34647,365303,Wilmington,0
586,55320,395042,Newark,0
637,70602,226633,Newark,1
770,40753,570202,Wilmington,0
845,67429,258937,Wilmington,1
607,89105,407334,Wilmington,0
812,24341,231025,Wilmington,0
363,64653,294104,Newark,0
378,72127,182454,Wilmington,0
616,58140,251116,Wilmington,0
824,-6382,408637,Newark,0
344,43709,230202,Newark,0
564,33792,240486,Wilmington,0
354,57730,277994,Wilmington,0
444,37948,334867,Wilmington,0
718,55423,252369,Wilmington,0
390,70363,159949,Wilmington,0
848,33848,302191,Wilmington,0
591,52647,282017,Newark,0
573,61037,355586,Wilmington,0
574,46145,399966,Wilmington,0
819,32710,419392,Newark,0
782,19510,378094,Wilmington,0
702,28012,219565,Wilmington,0
561,25492,356528,Wilmington,0
307,73020,211129,Newark,0
528,31036,196377,Wilmington,0
843,22327,208242,Newark,0
325,53334,332329,Newark,0
795,41835,336422,Wilmington,0
821,75077,340040,Wilmington,0
424,38528,224100,Wilmington,0
551,64296,244631,Newark,0
547,46163,341019,Wilmington,0
813,66620,325823,Wilmington,0
786,64757,330871,Wilmington,0
739,27611,307032,Wilmington,0
714,20173,212158,Wilmington,0
696,42317,385801,Wilmington,0
769,69062,418427,Wilmington,0
678,80086,213855,Wilmington,1
358,22874,282472,Wilmington,0
738,16951,226206,Newark,0
417,43100,456313,Wilmington,0
615,45193,317913,Wilmington,0
761,41414,222928,Newark,0
517,42752,274838,Wilmington,0
562,76574,243742,Wilmington,0
446,47612,424807,Wilmington,0
813,36455,321502,Wilmington,0
411,68069,181235,Wilmington,0
697,42315,169374,Newark,0
502,45913,238389,Wilmington,0
818,67678,230135,Wilmington,1
811,21913,419878,Wilmington,0
737,49385,334371,Wilmington,0
410,37461,552488,Newark,0
636,63409,325799,Newark,0
633,74142,154636,Wilmington,0
406,49785,221790,Wilmington,0
312,87028,240259,Wilmington,0
470,59420,233989,Wilmington,0
422,22992,342990,Wilmington,0
664,62979,261647,Wilmington,0
657,36131,332319,Wilmington,0
737,38498,131780,Newark,1
381,23723,330914,Wilmington,0
615,44463,153675,Wilmington,0
721,70856,410359,Wilmington,0
344,25549,424111,Wilmington,0
764,82517,101682,Wilmington,1
640,41383,224106,Wilmington,0
718,36728,428222,Newark,0
595,32515,352389,Newark,0
638,71689,254467,Wilmington,0
832,28386,329203,Wilmington,0
622,61739,365718,Wilmington,0
800,48009,486951,Wilmington,0
538,59126,337728,Wilmington,0
761,23796,425608,Newark,0
803,53439,261204,Newark,0
373,33223,327109,Wilmington,0
349,47808,300577,Wilmington,0
439,33676,354643,Wilmington,0
581,36281,197246,Wilmington,0
440,60855,361833,Newark,0
513,10543,300356,Wilmington,0
767,77038,329329,Newark,0
323,17523,273816,Wilmington,0
572,55505,33957,Wilmington,1
317,36932,334771,Wilmington,0
420,51023,455856,Newark,0
665,62806,270407,Wilmington,0
339,48179,262567,Wilmington,0
613,14393,414552,Newark,0
616,60237,273030,Wilmington,0
728,37925,346412,Wilmington,0
726,41146,266431,Wilmington,0
765,35732,295241,Newark,0
582,47906,479866,Wilmington,0
686,72449,371979,Wilmington,0
493,66954,248236,Wilmington,0
396,57814,517348,Wilmington,0
789,5102,246779,Wilmington,0
586,77059,500264,Wilmington,0
355,-1352,191982,Wilmington,0
389,60414,117033,Wilmington,0
818,61875,243232,Wilmington,1
429,61989,331586,Wilmington,0
391,47010,246868,Wilmington,0
767,32113,191957,Wilmington,0
707,63284,145106,Wilmington,1
336,54919,253828,Newark,0
379,67719,440937,Wilmington,0
427,38449,289530,Wilmington,0
303,62766,200383,Wilmington,0
768,9940,311530,Newark,0
824,42139,255172,Newark,0
563,50486,349179,Newark,0
690,71958,367792,Wilmington,0
362,64549,444188,Wilmington,0
478,38765,278993,Wilmington,0
830,21769,229929,Wilmington,0
807,58148,314811,Wilmington,0
780,50878,187406,Wilmington,1
779,171,390493,Wilmington,0
301,70162,319112,Wilmington,0
612,74404,175823,Newark,1
533,20662,329815,Wilmington,0
603,52965,493694,Wilmington,0
663,68142,273629,Newark,0
667,26441,150486,Newark,0
306,20109,319467,Wilmington,0
310,75540,374245,Wilmington,0
475,43100,216901,Wilmington,0
449,48092,391123,Newark,0
501,13431,456762,Wilmington,0
708,68021,276768,Wilmington,0
399,51169,289124,Wilmington,0
575,45673,230892,Newark,0
388,54251,306977,Wilmington,0
379,63879,380813,Wilmington,0
483,41988,222555,Newark,0
709,42331,327896,Newark,0
600,55854,46113,Wilmington,1
331,23741,380227,Wilmington,0
842,37540,330861,Newark,0
778,34582,234773,Wilmington,0
782,45766,422880,Newark,0
404,54120,206690,Newark,0
387,12802,400652,Wilmington,0
605,50577,290606,Wilmington,0
808,78300,454552,Wilmington,0
388,31542,404818,Newark,0
679,51174,220307,Wilmington,0
701,55524,377474,Newark,0
780,19126,220543,Newark,0
309,57046,388877,Wilmington,0
315,2614,165785,Wilmington,0
336,47188,388224,Wilmington,0
760,67942,291679,Wilmington,0
384,40377,380053,Newark,0
386,65047,296524,Wilmington,0
723,70812,199507,Wilmington,1
708,46685,247136,Newark,0
541,60771,315773,Newark,0
634,36886,292632,Wilmington,0
674,33598,252921,Newark,0
555,87689,216725,Wilmington,0
801,57448,252487,Wilmington,0
700,28293,270525,Wilmington,0
585,45908,373306,Newark,0
789,46680,453410,Wilmington,0
547,44399,112894,Wilmington,0
597,40257,229587,Wilmington,0
575,46123,165403,Wilmington,0
485,61230,304709,Newark,0
684,50971,241741,Wilmington,0
452,53240,416770,Wilmington,0
478,51127,392386,Wilmington,0
383,84895,278775,Wilmington,0
460,54509,275668,Wilmington,0
301,34077,289346,Wilmington,0
362,40455,255434,Newark,0
384,63196,96718,Wilmington,0
433,48632,144633,Newark,0
530,46569,165238,Wilmington,0
817,38558,274510,Wilmington,0
414,44893,510812,Wilmington,0
765,64257,370131,Newark,0
717,38471,456085,Wilmington,0
576,74197,355596,Newark,0
494,39588,433204,Wilmington,0
839,36969,377450,Wilmington,0
462,-3177,221310,Wilmington,0
574,59999,491362,Newark,0
323,19223,445678,Wilmington,0
815,19769,238501,Wilmington,0
595,59233,213332,Wilmington,0
437,70185,383000,Wilmington,0
790,27592,233457,Wilmington,0
483,74385,225911,Wilmington,0
454,55790,362380,Wilmington,0
452,80070,289145,Wilmington,0
675,50043,190463,Wilmington,1
729,41218,414543,Wilmington,0
340,16360,287939,Wilmington,0
452,64781,413288,Wilmington,0
551,55593,248154,Wilmington,0
428,77156,269675,Wilmington,0
643,64601,359139,Newark,0
630,57840,461226,Wilmington,0
694,55423,344255,Newark,0
494,39144,330758,Wilmington,0
332,44596,135357,Newark,0
338,28660,204094,Wilmington,0
704,83878,287327,Wilmington,1
386,66804,214915,Wilmington,0
728,49871,565183,Wilmington,0
609,49475,283991,Wilmington,0
674,21152,111166,Newark,0
827,94251,197583,Wilmington,1
542,29873,291293,Wilmington,0
482,61463,260562,Wilmington,0
346,66446,235070,Wilmington,0
821,21933,172547,Wilmington,0
371,91935,245278,Newark,0
356,15401,141769,Newark,0
705,45503,263797,Wilmington,0
489,35755,311059,Wilmington,0
343,50645,12926,Wilmington,1
528,45075,256026,Wilmington,0
702,44400,143562,Wilmington,1
837,58428,388890,Wilmington,0
826,67203,189449,Newark,1
611,74080,248038,Wilmington,0
632,36346,322893,Wilmington,0
599,61501,359546,Newark,0
618,64497,417672,Newark,0
447,70349,232824,Wilmington,0
743,67806,177129,Wilmington,1
489,46176,162543,Newark,0
366,49736,80347,Wilmington,0
826,43214,195093,Wilmington,0
822,64873,307133,Wilmington,0
775,65016,412257,Newark,0
616,34713,119492,Wilmington,0
341,55207,445898,Wilmington,0
308,64754,396599,Newark,0
762,88961,302766,Wilmington,1
439,57814,283912,Wilmington,0
763,27312,440867,Wilmington,0
545,71608,257137,Newark,0
384,42430,189847,Wilmington,0
485,24986,305084,Newark,0
554,50981,349476,Wilmington,0
481,52479,210062,Newark,0
628,52332,326410,Newark,0
548,74648,283099,Wilmington,0
716,51688,430146,Newark,0
778,38560,520188,Wilmington,0
492,36326,376060,Wilmington,0
501,46294,263816,Wilmington,0
837,32416,324819,Wilmington,0
684,19839,272567,Newark,0
678,74879,459304,Wilmington,0
489,38867,296597,Wilmington,0
756,56733,275566,Wilmington,0
583,60740,362493,Wilmington,0
416,67214,229522,Wilmington,0
683,47024,419962,Wilmington,0
602,20008,329473,Newark,0
549,61515,419703,Wilmington,0
669,28649,301495,Wilmington,0
521,70123,321844,Wilmington,0
351,53424,228119,Newark,0
554,44455,403860,Wilmington,0
547,35305,150964,Wilmington,0
642,59116,393269,Wilmington,0
437,70562,243300,Newark,0
436,81081,478053,Wilmington,0
582,84224,320570,Wilmington,0
469,75086,475875,Wilmington,0
828,65134,400261,Wilmington,0
736,55643,325357,Newark,0
423,84695,186533,Newark,0
336,30391,359749,Wilmington,0
543,88911,322049,Wilmington,0
411,43131,354647,Wilmington,0
590,51750,388663,Wilmington,0
683,75623,106784,Wilmington,1
501,82411,208961,Wilmington,0
768,57318,382310,Newark,0
749,61832,319002,Wilmington,0
340,43439,385824,Wilmington,0
561,62167,541862,Wilmington,0
619,31684,543349,Newark,0
798,75688,164003,Wilmington,1
419,48939,280919,Wilmington,0
688,77975,237472,Wilmington,1
725,55156,353558,Wilmington,0
366,32851,406782,Wilmington,0
387,15644,212369,Wilmington,0
372,59240,213062,Wilmington,0
543,36738,483030,Wilmington,0
726,80594,470111,Wilmington,0
803,57076,371913,Newark,0
595,68089,276779,Wilmington,0
748,28942,326747,Wilmington,0
677,17752,314503,Newark,0
797,31487,445644,Wilmington,0
514,76634,435346,Newark,0
487,44056,364429,Wilmington,0
601,58539,242747,Newark,0
429,57353,275050,Wilmington,0
314,94655,409461,Wilmington,0
720,78724,405141,Wilmington,0
443,76717,373622,Newark,0
668,54289,446286,Wilmington,0
308,66216,426986,Wilmington,0
754,24685,365412,Newark,0
383,44745,322910,Wilmington,0
750,39411,277533,Newark,0
457,62321,262533,Wilmington,0
394,73545,309402,Wilmington,0
659,57727,322694,Wilmington,0
548,27069,367441,Wilmington,0
826,47582,464998,Wilmington,0
369,48169,241210,Wilmington,0
621,93261,291128,Wilmington,0
677,24976,329488,Wilmington,0
523,54225,296364,Newark,0
745,78190,247252,Wilmington,1
324,61728,462012,Newark,0
551,52839,270060,Wilmington,0
780,51028,375008,Wilmington,0
548,27789,249671,Wilmington,0
337,27873,201840,Wilmington,0
385,64948,431383,Wilmington,0
411,28596,232533,Wilmington,0
561,54413,311995,Newark,0
481,36864,263117,Wilmington,0
787,37784,261891,Wilmington,0
629,38658,231160,Newark,0
438,33677,441178,Wilmington,0
341,51062,190166,Wilmington,0
701,53178,90450,Wilmington,1
472,49088,287747,Newark,0
592,57582,307190,Wilmington,0
597,64792,376990,Wilmington,0
764,63721,312991,Wilmington,0
558,56794,230150,Wilmington,0
695,49608,259946,Newark,0
573,81745,516950,Wilmington,0
396,32711,311595,Wilmington,0
426,61819,19797,Newark,1
526,48946,279682,Wilmington,0
306,44631,179315,Newark,0
828,20214,169062,Wilmington,0
741,19251,314924,Wilmington,0
392,42378,314380,Wilmington,0
578,73722,321783,Wilmington,0
795,62924,232207,Wilmington,1
418,91074,434398,Newark,0
370,69151,364632,Newark,0
542,58131,283719,Newark,0
549,54736,94641,Newark,1
809,34936,281168,Wilmington,0
817,79317,428788,Wilmington,0
309,51468,361354,Wilmington,0
507,57738,309483,Newark,0
606,49534,305926,Wilmington,0
343,48535,247441,Newark,0
801,15690,290891,Newark,0
360,38559,373611,Wilmington,0
673,52860,177146,Newark,1
496,46996,441577,Newark,0
748,84186,311812,Wilmington,1
304,26605,386746,Wilmington,0
483,58582,261398,Wilmington,0
677,57516,235230,Wilmington,0
436,75333,150248,Wilmington,0
588,41955,263983,Newark,0
445,13580,395086,Wilmington,0
309,36783,374038,Wilmington,0
589,42540,329873,Newark,0
603,46861,537847,Wilmington,0
814,55791,314021,Wilmington,0
681,24163,332062,Newark,0
718,58771,273751,Wilmington,0
569,58288,138327,Wilmington,0
390,27170,323411,Wilmington,0
683,67028,255753,Wilmington,1
511,72682,333990,Wilmington,0
825,43579,192540,Newark,0
473,91645,290365,Wilmington,0
538,72919,373375,Wilmington,0
659,61841,178856,Wilmington,1
444,41518,527479,Wilmington,0
347,34229,317182,Newark,0
766,24913,324596,Wilmington,0
721,76652,460212,Wilmington,0
339,44971,161115,Wilmington,0
378,63452,121734,Newark,1
327,30095,369367,Newark,0
489,60991,328830,Wilmington,0
429,61942,346126,Wilmington,0
376,4891,315017,Wilmington,0
531,44826,222427,Wilmington,0
491,41209,335960,Wilmington,0
585,93348,300077,Wilmington,0
652,60955,362283,Wilmington,0
535,38958,425393,Newark,0
835,47343,428231,Wilmington,0
782,51019,259122,Newark,0
824,51801,525366,Wilmington,0
485,48386,387840,Wilmington,0
619,55491,386469,Wilmington,0
654,68826,187311,Wilmington,1
663,40837,214757,Wilmington,0
742,34443,286628,Wilmington,0
301,41443,173635,Wilmington,0
346,25100,120481,Wilmington,0
839,76554,288260,Newark,1
654,46049,326530,Wilmington,0
640,4849,215612,Wilmington,0
404,50562,227146,Newark,0
623,45890,354179,Wilmington,0
727,50746,259611,Wilmington,0
655,56137,328359,Wilmington,0
437,70381,433931,Newark,0
792,20853,302407,Wilmington,0
618,19067,380697,Wilmington,0
345,53322,347473,Wilmington,0
809,4541,217361,Newark,0
618,13274,348661,Newark,0
767,72870,426799,Newark,0
820,59133,261734,Newark,0
334,26187,307365,Wilmington,0
412,59803,469728,Wilmington,0
634,38465,212943,Newark,0
749,55295,197655,Wilmington,1
306,27761,108935,Wilmington,0
835,28352,147369,Wilmington,0
817,31426,233940,Wilmington,0
535,91251,379762,Wilmington,0
784,45918,249664,Wilmington,0
577,68269,309730,Wilmington,0
330,75409,238152,Wilmington,0
577,40502,358831,Wilmington,0
816,51955,260570,Wilmington,0
765,60947,302426,Wilmington,0
625,70861,475201,Wilmington,0
755,89458,269079,Wilmington,1
716,37074,154536,Wilmington,0
772,43442,164939,Wilmington,1
639,36888,205538,Wilmington,0
686,39284,243163,Wilmington,0
341,55354,251217,Wilmington,0
381,31177,388259,Wilmington,0
570,27911,444938,Wilmington,0
493,68686,174692,Wilmington,0
434,42862,156150,Wilmington,0
394,39138,284640,Newark,0
394,2338,257847,Wilmington,0
585,30136,608168,Wilmington,0
679,62370,322871,Newark,0
401,39699,387905,Wilmington,0
443,33275,267465,Newark,0
826,26656,345830,Wilmington,0
561,55836,140451,Newark,0
438,64758,450237,Wilmington,0
744,9877,151284,Wilmington,0
707,45093,293064,Wilmington,0
628,39745,283273,Wilmington,0
345,27311,180421,Wilmington,0
719,6093,346875,Wilmington,0
464,72976,340315,Newark,0
699,34932,212469,Wilmington,0
524,11093,235032,Wilmington,0
810,53252,211452,Wilmington,1
413,33476,297328,Wilmington,0
544,31019,331037,Newark,0
477,8685,256440,Wilmington,0
446,75768,251890,Newark,0
505,69567,280872,Wilmington,0
816,24068,494307,Newark,0
620,27537,307287,Wilmington,0
346,60989,324269,Newark,0
517,80436,337442,Wilmington,0
654,73657,175766,Newark,1
815,71627,228258,Newark,1
371,43958,196979,Wilmington,0
806,47248,355341,Wilmington,0
565,53384,137345,Wilmington,0
625,45879,413813,Wilmington,0
341,25532,209488,Wilmington,0
687,26883,336002,Newark,0
535,37928,187506,Wilmington,0
751,73706,365638,Wilmington,0
409,16648,275923,Wilmington,0
557,45260,211284,Wilmington,0
557,69472,315044,Wilmington,0
531,48616,270420,Wilmington,0
586,9399,264877,Wilmington,0
796,44243,325435,Wilmington,0
769,83197,249210,Newark,1
815,57806,294999,Newark,0
612,45643,449255,Newark,0
571,69167,373499,Wilmington,0
490,74982,183350,Newark,0
492,26641,416447,Wilmington,0
396,68351,336456,Wilmington,0
524,47428,387311,Wilmington,0
737,74711,47500,Wilmington,1
757,55240,295047,Newark,0
326,65212,225427,Wilmington,0
417,31559,265787,Wilmington,0
623,68157,306139,Wilmington,0
332,47295,382799,Wilmington,0
641,58055,313491,Wilmington,0
775,70271,417351,Newark,0
845,2041,506609,Wilmington,0
413,-3210,348998,Newark,0
842,72426,12166,Wilmington,1
401,49243,231839,Wilmington,0
492,37738,256739,Wilmington,0
728,12576,319533,Wilmington,0
624,56875,339732,Wilmington,0
315,77361,201513,Wilmington,0
434,34268,312201,Wilmington,0
754,5027,166345,Newark,0
377,20689,249701,Wilmington,0
357,92701,264108,Newark,0
819,25153,247389,Wilmington,0
496,80195,373421,Wilmington,0
544,23728,407633,Wilmington,0
562,90020,72784,Wilmington,1
525,59025,381630,Wilmington,0
751,70573,232188,Wilmington,1
418,34534,307952,Wilmington,0
761,76844,397938,Wilmington,0
827,47256,388146,Wilmington,0
476,44856,425633,Newark,0
822,84670,384567,Wilmington,0
579,72429,131239,Wilmington,0
589,49994,398233,Wilmington,0
693,43019,351800,Wilmington,0
702,39123,111261,Wilmington,1
718,32786,272720,Wilmington,0
331,61523,324979,Wilmington,0
696,16308,188837,Newark,0
538,70651,321821,Wilmington,0
617,46760,298799,Wilmington,0
807,46167,289104,Newark,0
304,40001,300116,Wilmington,0
603,58998,335549,Newark,0
385,32598,445236,Wilmington,0
609,52898,447770,Wilmington,0
524,47712,247054,Wilmington,0
459,16476,352366,Newark,0
779,38042,319955,Wilmington,0
551,69521,299558,Wilmington,0
658,65811,258881,Wilmington,1
324,41927,343588,Wilmington,0
589,79169,99619,Wilmington,1
343,71453,258783,Newark,0
464,11268,244905,Wilmington,0
767,21152,422887,Newark,0
356,59601,261406,Wilmington,0
618,39887,439954,Wilmington,0
754,80306,472859,Wilmington,0
316,52232,449554,Wilmington,0
718,55019,119105,Newark,1
732,64158,464418,Newark,0
326,19302,298559,Newark,0
462,49216,367651,Newark,0
721,37418,64652,Wilmington,1
369,55825,160408,Wilmington,0
756,57941,166560,Wilmington,1
601,37965,334262,Newark,0
532,34992,363948,Wilmington,0
833,43852,377042,Wilmington,0
754,30236,189848,Newark,0
410,44706,260805,Wilmington,0
815,27123,201095,Newark,0
546,72594,149683,Newark,0
586,32927,88558,Wilmington,0
671,20797,205266,Wilmington,0
803,25086,288514,Newark,0
615,34803,368155,Wilmington,0
464,71625,572521,Wilmington,0
520,59307,357144,Wilmington,0
808,12809,407246,Wilmington,0
655,65809,348779,Wilmington,0
661,49353,256141,Wilmington,0
845,41235,243006,Newark,0
334,52758,424733,Wilmington,0
752,46715,260401,Newark,0
637,52250,296516,Wilmington,0
663,58814,222666,Wilmington,1
692,25314,242763,Wilmington,0
564,44555,283513,Newark,0
528,61909,377735,Newark,0
370,63053,207681,Newark,0
679,79911,348649,Wilmington,0
476,18155,310457,Wilmington,0
817,73954,220636,Wilmington,1
796,38578,313420,Wilmington,0
378,57265,128168,Wilmington,0
508,44209,391726,Wilmington,0
692,30180,330299,Wilmington,0
654,56198,394218,Wilmington,0
438,47316,409568,Wilmington,0
461,27551,142967,Newark,0
584,56134,296478,Wilmington,0
644,36601,364027,Wilmington,0
746,41997,412203,Wilmington,0
802,29041,302112,Wilmington,0
389,48628,313455,Wilmington,0
364,50181,306166,Newark,0
609,53739,210088,Wilmington,0
410,30677,373028,Wilmington,0
767,29985,194449,Wilmington,0
834,82650,288178,Wilmington,1
716,78030,328645,Wilmington,0
387,37701,393766,Newark,0
432,66087,254803,Newark,0
524,73308,375732,Newark,0
734,24542,232804,Wilmington,0
548,53351,477325,Wilmington,0
836,34999,140804,Newark,0
793,79553,184401,Wilmington,1
630,63530,463066,Wilmington,0
472,52574,155623,Wilmington,0
306,23916,368540,Newark,0
776,58708,192973,Newark,1
598,54488,235680,Wilmington,0
335,65417,497130,Wilmington,0
788,19824,384196,Wilmington,0
598,54616,349664,Wilmington,0
666,24541,386365,Wilmington,0
611,35616,145933,Wilmington,0
590,68373,267341,Wilmington,0
404,62722,448383,Wilmington,0
524,61792,236088,Wilmington,0
655,49658,506529,Wilmington,0
639,37311,182672,Wilmington,0
529,36254,357549,Wilmington,0
575,43512,321467,Newark,0
496,31170,208267,Wilmington,0
353,61370,350383,Wilmington,0
431,95374,474657,Newark,0
444,84878,196902,Wilmington,0
720,29064,332469,Wilmington,0
507,46764,341402,Wilmington,0
734,44019,357419,Newark,0
728,45803,254784,Wilmington,0
496,23037,276794,Wilmington,0
575,49464,401003,Newark,0
748,14569,261630,Wilmington,0
838,72783,316799,Wilmington,0
427,41231,263389,Newark,0
483,22345,327482,Wilmington,0
690,119802,213891,Wilmington,1
434,76072,298056,Wilmington,0
767,41007,266687,Newark,0
657,905,353493,Newark,0
309,41181,346294,Newark,0
388,51347,392187,Wilmington,0
500,34718,451286,Wilmington,0
594,32991,313258,Newark,0
768,6490,456346,Wilmington,0
532,76258,170613,Wilmington,0
512,9542,597896,Wilmington,0
624,33746,202038,Wilmington,0
810,21113,383501,Wilmington,0
803,19599,229987,Wilmington,0
507,77980,329470,Wilmington,0
417,55431,276943,Wilmington,0
556,55503,381798,Wilmington,0
829,52260,295860,Wilmington,0
670,48380,409274,Wilmington,0
497,39786,278560,Wilmington,0
651,19980,310009,Newark,0
383,79827,385357,Wilmington,0
520,59968,379231,Wilmington,0
766,34587,151455,Newark,0
805,66530,298863,Wilmington,0
530,79406,282338,Wilmington,0
304,44921,338774,Wilmington,0
499,78222,373119,Wilmington,0
821,66238,445039,Wilmington,0
635,47311,158804,Wilmington,0
586,35191,288850,Wilmington,0
646,66993,50139,Wilmington,1
696,47270,176577,Wilmington,1
376,70144,347127,Wilmington,0
415,55968,296817,Wilmington,0
324,48466,347705,Wilmington,0
757,44557,490462,Wilmington,0
669,64449,368612,Newark,0
322,67218,143419,Wilmington,0
654,97745,189181,Wilmington,1
349,61575,260885,Wilmington,0
628,53384,318282,Newark,0
481,61774,218216,Wilmington,0
646,77536,255251,Wilmington,0
667,59220,275153,Wilmington,0
437,6761,353778,Newark,0
341,39515,264880,Wilmington,0
531,21102,346337,Wilmington,0
339,74734,203268,Wilmington,0
802,50207,217383,Wilmington,0
420,44361,165228,Wilmington,0
520,45914,225832,Newark,0
340,42285,388300,Newark,0
438,73853,292139,Newark,0
558,47169,252099,Wilmington,0
400,44955,507568,Wilmington,0
790,72596,370159,Wilmington,0
544,9523,410198,Wilmington,0
596,51554,377159,Wilmington,0
550,100054,271223,Wilmington,0
736,51671,493032,Wilmington,0
375,86996,272148,Wilmington,0
842,61386,280302,Wilmington,0
741,44153,232104,Newark,0
476,51251,264454,Wilmington,0
711,81083,319177,Wilmington,1
569,55839,313025,Wilmington,0
476,22921,341765,Wilmington,0
625,15283,401712,Wilmington,0
390,67878,310036,Newark,0
348,41079,365932,Wilmington,0
607,63468,266736,Wilmington,0
802,83206,329676,Wilmington,1
773,68960,482973,Newark,0
565,68831,357013,Newark,0
440,39051,250989,Wilmington,0
361,63559,314790,Wilmington,0
773,47884,281586,Wilmington,0
651,92730,431492,Wilmington,0
498,45000,354512,Wilmington,0
586,47142,386381,Newark,0
652,18764,1567,Wilmington,1
547,42166,168962,Newark,0
801,11346,325734,Wilmington,0
772,53256,337778,Wilmington,0
713,45425,259764,Wilmington,0
560,63892,330591,Wilmington,0
520,70737,278225,Wilmington,0
424,39475,233567,Wilmington,0
424,106463,414334,Wilmington,0
399,29952,471256,Wilmington,0
749,49346,237758,Wilmington,0
514,50156,325967,Wilmington,0
315,47146,208159,Wilmington,0
675,42029,312228,Wilmington,0
807,82935,462142,Wilmington,0
704,59030,340382,Wilmington,0
653,6551,259670,Newark,0
572,64759,410767,Wilmington,0
582,35875,306457,Wilmington,0
842,34858,211593,Wilmington,0
339,42213,241906,Newark,0
486,77959,245333,Wilmington,0
526,52871,180405,Wilmington,0
726,83080,383451,Wilmington,0
343,65345,150823,Wilmington,0
650,54385,326755,Wilmington,0
337,66872,290488,Newark,0
573,77030,277455,Newark,0
846,31765,324448,Newark,0
609,75110,352368,Wilmington,0
561,36166,245980,Wilmington,0
599,106398,376262,Wilmington,0
385,55540,215491,Wilmington,0
369,56676,499961,Wilmington,0
320,58385,257945,Newark,0
366,25564,225885,Wilmington,0
362,-4815,499737,Newark,0
691,30743,318112,Wilmington,0
667,45792,256699,Newark,0
403,30791,298808,Wilmington,0
691,54197,485493,Wilmington,0
568,50629,412560,Newark,0
600,74812,313779,Wilmington,0
599,49511,539668,Wilmington,0
676,37798,343966,Wilmington,0
683,37247,198826,Newark,0
405,17069,236564,Wilmington,0
514,84661,271866,Wilmington,0
363,35188,119034,Newark,0
781,30347,300936,Newark,0
758,27384,267174,Wilmington,0
512,49879,317598,Wilmington,0
316,25401,269424,Wilmington,0
459,37558,239013,Wilmington,0
736,49801,240639,Newark,0
465,85971,412815,Newark,0
342,56575,362026,Wilmington,0
376,33875,496810,Wilmington,0
351,37850,338673,Wilmington,0
816,55310,303526,Wilmington,0
573,-3356,286211,Newark,0
377,74667,127199,Wilmington,0
805,49022,201024,Newark,0
484,53600,371852,Newark,0
607,53233,336370,Wilmington,0
462,88201,580530,Wilmington,0
799,65006,305809,Wilmington,0
795,65830,352069,Wilmington,0
787,57286,200144,Wilmington,1
515,63334,340194,Wilmington,0
331,55849,308358,Wilmington,0
738,21313,372328,Wilmington,0
673,63699,161365,Wilmington,1
437,52347,271021,Newark,0
434,105379,428746,Wilmington,0
544,62334,351648,Wilmington,0
679,51066,289396,Wilmington,0
553,35232,195962,Wilmington,0
490,81359,266620,Wilmington,0
545,48346,349683,Wilmington,0
797,66796,337794,Wilmington,0
679,53968,180509,Wilmington,1
363,53206,369316,Wilmington,0
541,47671,242981,Newark,0
567,72513,280205,Wilmington,0
555,68390,487516,Wilmington,0
